StreamCatVar,SCmetrics,Year,Label,DataSource
coalminedens,coalminedens,NA,Coal mine density (mines/sq km),USGS NCRDS
n_ags_,n_ags_1987,1987,N agricultural surplus (kg),US EPA National Nutrient Inventory
n_ags_,n_ags_1988,1988,N agricultural surplus (kg),US EPA National Nutrient Inventory
n_ags_,n_ags_1989,1989,N agricultural surplus (kg),US EPA National Nutrient Inventory
n_ags_,n_ags_1990,1990,N agricultural surplus (kg),US EPA National Nutrient Inventory
n_ags_,n_ags_1991,1991,N agricultural surplus (kg),US EPA National Nutrient Inventory
n_ags_,n_ags_1992,1992,N agricultural surplus (kg),US EPA National Nutrient Inventory
n_ags_,n_ags_1993,1993,N agricultural surplus (kg),US EPA National Nutrient Inventory
n_ags_,n_ags_1994,1994,N agricultural surplus (kg),US EPA National Nutrient Inventory
n_ags_,n_ags_1995,1995,N agricultural surplus (kg),US EPA National Nutrient Inventory
n_ags_,n_ags_1996,1996,N agricultural surplus (kg),US EPA National Nutrient Inventory
n_ags_,n_ags_1997,1997,N agricultural surplus (kg),US EPA National Nutrient Inventory
n_ags_,n_ags_1998,1998,N agricultural surplus (kg),US EPA National Nutrient Inventory
n_ags_,n_ags_1999,1999,N agricultural surplus (kg),US EPA National Nutrient Inventory
n_ags_,n_ags_2000,2000,N agricultural surplus (kg),US EPA National Nutrient Inventory
n_ags_,n_ags_2001,2001,N agricultural surplus (kg),US EPA National Nutrient Inventory
n_ags_,n_ags_2002,2002,N agricultural surplus (kg),US EPA National Nutrient Inventory
n_ags_,n_ags_2003,2003,N agricultural surplus (kg),US EPA National Nutrient Inventory
n_ags_,n_ags_2004,2004,N agricultural surplus (kg),US EPA National Nutrient Inventory
n_ags_,n_ags_2005,2005,N agricultural surplus (kg),US EPA National Nutrient Inventory
n_ags_,n_ags_2006,2006,N agricultural surplus (kg),US EPA National Nutrient Inventory
n_ags_,n_ags_2007,2007,N agricultural surplus (kg),US EPA National Nutrient Inventory
n_ags_,n_ags_2008,2008,N agricultural surplus (kg),US EPA National Nutrient Inventory
n_ags_,n_ags_2009,2009,N agricultural surplus (kg),US EPA National Nutrient Inventory
n_ags_,n_ags_2010,2010,N agricultural surplus (kg),US EPA National Nutrient Inventory
n_ags_,n_ags_2011,2011,N agricultural surplus (kg),US EPA National Nutrient Inventory
n_ags_,n_ags_2012,2012,N agricultural surplus (kg),US EPA National Nutrient Inventory
n_ags_,n_ags_2013,2013,N agricultural surplus (kg),US EPA National Nutrient Inventory
n_ags_,n_ags_2014,2014,N agricultural surplus (kg),US EPA National Nutrient Inventory
n_ags_,n_ags_2015,2015,N agricultural surplus (kg),US EPA National Nutrient Inventory
n_ags_,n_ags_2016,2016,N agricultural surplus (kg),US EPA National Nutrient Inventory
n_ags_,n_ags_2017,2017,N agricultural surplus (kg),US EPA National Nutrient Inventory
n_cr_,n_cr_1987,1987,N removed from agricultural fields via crop output harvest (kg),US EPA National Nutrient Inventory
n_cr_,n_cr_1988,1988,N removed from agricultural fields via crop output harvest (kg),US EPA National Nutrient Inventory
n_cr_,n_cr_1989,1989,N removed from agricultural fields via crop output harvest (kg),US EPA National Nutrient Inventory
n_cr_,n_cr_1990,1990,N removed from agricultural fields via crop output harvest (kg),US EPA National Nutrient Inventory
n_cr_,n_cr_1991,1991,N removed from agricultural fields via crop output harvest (kg),US EPA National Nutrient Inventory
n_cr_,n_cr_1992,1992,N removed from agricultural fields via crop output harvest (kg),US EPA National Nutrient Inventory
n_cr_,n_cr_1993,1993,N removed from agricultural fields via crop output harvest (kg),US EPA National Nutrient Inventory
n_cr_,n_cr_1994,1994,N removed from agricultural fields via crop output harvest (kg),US EPA National Nutrient Inventory
n_cr_,n_cr_1995,1995,N removed from agricultural fields via crop output harvest (kg),US EPA National Nutrient Inventory
n_cr_,n_cr_1996,1996,N removed from agricultural fields via crop output harvest (kg),US EPA National Nutrient Inventory
n_cr_,n_cr_1997,1997,N removed from agricultural fields via crop output harvest (kg),US EPA National Nutrient Inventory
n_cr_,n_cr_1998,1998,N removed from agricultural fields via crop output harvest (kg),US EPA National Nutrient Inventory
n_cr_,n_cr_1999,1999,N removed from agricultural fields via crop output harvest (kg),US EPA National Nutrient Inventory
n_cr_,n_cr_2000,2000,N removed from agricultural fields via crop output harvest (kg),US EPA National Nutrient Inventory
n_cr_,n_cr_2001,2001,N removed from agricultural fields via crop output harvest (kg),US EPA National Nutrient Inventory
n_cr_,n_cr_2002,2002,N removed from agricultural fields via crop output harvest (kg),US EPA National Nutrient Inventory
n_cr_,n_cr_2003,2003,N removed from agricultural fields via crop output harvest (kg),US EPA National Nutrient Inventory
n_cr_,n_cr_2004,2004,N removed from agricultural fields via crop output harvest (kg),US EPA National Nutrient Inventory
n_cr_,n_cr_2005,2005,N removed from agricultural fields via crop output harvest (kg),US EPA National Nutrient Inventory
n_cr_,n_cr_2006,2006,N removed from agricultural fields via crop output harvest (kg),US EPA National Nutrient Inventory
n_cr_,n_cr_2007,2007,N removed from agricultural fields via crop output harvest (kg),US EPA National Nutrient Inventory
n_cr_,n_cr_2008,2008,N removed from agricultural fields via crop output harvest (kg),US EPA National Nutrient Inventory
n_cr_,n_cr_2009,2009,N removed from agricultural fields via crop output harvest (kg),US EPA National Nutrient Inventory
n_cr_,n_cr_2010,2010,N removed from agricultural fields via crop output harvest (kg),US EPA National Nutrient Inventory
n_cr_,n_cr_2011,2011,N removed from agricultural fields via crop output harvest (kg),US EPA National Nutrient Inventory
n_cr_,n_cr_2012,2012,N removed from agricultural fields via crop output harvest (kg),US EPA National Nutrient Inventory
n_cr_,n_cr_2013,2013,N removed from agricultural fields via crop output harvest (kg),US EPA National Nutrient Inventory
n_cr_,n_cr_2014,2014,N removed from agricultural fields via crop output harvest (kg),US EPA National Nutrient Inventory
n_cr_,n_cr_2015,2015,N removed from agricultural fields via crop output harvest (kg),US EPA National Nutrient Inventory
n_cr_,n_cr_2016,2016,N removed from agricultural fields via crop output harvest (kg),US EPA National Nutrient Inventory
n_cr_,n_cr_2017,2017,N removed from agricultural fields via crop output harvest (kg),US EPA National Nutrient Inventory
n_ff_,n_ff_1987,1987,N applied to agricultural fields to fertilize crops (kg),US EPA National Nutrient Inventory
n_ff_,n_ff_1988,1988,N applied to agricultural fields to fertilize crops (kg),US EPA National Nutrient Inventory
n_ff_,n_ff_1989,1989,N applied to agricultural fields to fertilize crops (kg),US EPA National Nutrient Inventory
n_ff_,n_ff_1990,1990,N applied to agricultural fields to fertilize crops (kg),US EPA National Nutrient Inventory
n_ff_,n_ff_1991,1991,N applied to agricultural fields to fertilize crops (kg),US EPA National Nutrient Inventory
n_ff_,n_ff_1992,1992,N applied to agricultural fields to fertilize crops (kg),US EPA National Nutrient Inventory
n_ff_,n_ff_1993,1993,N applied to agricultural fields to fertilize crops (kg),US EPA National Nutrient Inventory
n_ff_,n_ff_1994,1994,N applied to agricultural fields to fertilize crops (kg),US EPA National Nutrient Inventory
n_ff_,n_ff_1995,1995,N applied to agricultural fields to fertilize crops (kg),US EPA National Nutrient Inventory
n_ff_,n_ff_1996,1996,N applied to agricultural fields to fertilize crops (kg),US EPA National Nutrient Inventory
n_ff_,n_ff_1997,1997,N applied to agricultural fields to fertilize crops (kg),US EPA National Nutrient Inventory
n_ff_,n_ff_1998,1998,N applied to agricultural fields to fertilize crops (kg),US EPA National Nutrient Inventory
n_ff_,n_ff_1999,1999,N applied to agricultural fields to fertilize crops (kg),US EPA National Nutrient Inventory
n_ff_,n_ff_2000,2000,N applied to agricultural fields to fertilize crops (kg),US EPA National Nutrient Inventory
n_ff_,n_ff_2001,2001,N applied to agricultural fields to fertilize crops (kg),US EPA National Nutrient Inventory
n_ff_,n_ff_2002,2002,N applied to agricultural fields to fertilize crops (kg),US EPA National Nutrient Inventory
n_ff_,n_ff_2003,2003,N applied to agricultural fields to fertilize crops (kg),US EPA National Nutrient Inventory
n_ff_,n_ff_2004,2004,N applied to agricultural fields to fertilize crops (kg),US EPA National Nutrient Inventory
n_ff_,n_ff_2005,2005,N applied to agricultural fields to fertilize crops (kg),US EPA National Nutrient Inventory
n_ff_,n_ff_2006,2006,N applied to agricultural fields to fertilize crops (kg),US EPA National Nutrient Inventory
n_ff_,n_ff_2007,2007,N applied to agricultural fields to fertilize crops (kg),US EPA National Nutrient Inventory
n_ff_,n_ff_2008,2008,N applied to agricultural fields to fertilize crops (kg),US EPA National Nutrient Inventory
n_ff_,n_ff_2009,2009,N applied to agricultural fields to fertilize crops (kg),US EPA National Nutrient Inventory
n_ff_,n_ff_2010,2010,N applied to agricultural fields to fertilize crops (kg),US EPA National Nutrient Inventory
n_ff_,n_ff_2011,2011,N applied to agricultural fields to fertilize crops (kg),US EPA National Nutrient Inventory
n_ff_,n_ff_2012,2012,N applied to agricultural fields to fertilize crops (kg),US EPA National Nutrient Inventory
n_ff_,n_ff_2013,2013,N applied to agricultural fields to fertilize crops (kg),US EPA National Nutrient Inventory
n_ff_,n_ff_2014,2014,N applied to agricultural fields to fertilize crops (kg),US EPA National Nutrient Inventory
n_ff_,n_ff_2015,2015,N applied to agricultural fields to fertilize crops (kg),US EPA National Nutrient Inventory
n_ff_,n_ff_2016,2016,N applied to agricultural fields to fertilize crops (kg),US EPA National Nutrient Inventory
n_ff_,n_ff_2017,2017,N applied to agricultural fields to fertilize crops (kg),US EPA National Nutrient Inventory
n_hw_,n_hw_1987,1987,N excreted from humans via waste or otherwise disposed of (kg),US EPA National Nutrient Inventory
n_hw_,n_hw_1988,1988,N excreted from humans via waste or otherwise disposed of (kg),US EPA National Nutrient Inventory
n_hw_,n_hw_1989,1989,N excreted from humans via waste or otherwise disposed of (kg),US EPA National Nutrient Inventory
n_hw_,n_hw_1990,1990,N excreted from humans via waste or otherwise disposed of (kg),US EPA National Nutrient Inventory
n_hw_,n_hw_1991,1991,N excreted from humans via waste or otherwise disposed of (kg),US EPA National Nutrient Inventory
n_hw_,n_hw_1992,1992,N excreted from humans via waste or otherwise disposed of (kg),US EPA National Nutrient Inventory
n_hw_,n_hw_1993,1993,N excreted from humans via waste or otherwise disposed of (kg),US EPA National Nutrient Inventory
n_hw_,n_hw_1994,1994,N excreted from humans via waste or otherwise disposed of (kg),US EPA National Nutrient Inventory
n_hw_,n_hw_1995,1995,N excreted from humans via waste or otherwise disposed of (kg),US EPA National Nutrient Inventory
n_hw_,n_hw_1996,1996,N excreted from humans via waste or otherwise disposed of (kg),US EPA National Nutrient Inventory
n_hw_,n_hw_1997,1997,N excreted from humans via waste or otherwise disposed of (kg),US EPA National Nutrient Inventory
n_hw_,n_hw_1998,1998,N excreted from humans via waste or otherwise disposed of (kg),US EPA National Nutrient Inventory
n_hw_,n_hw_1999,1999,N excreted from humans via waste or otherwise disposed of (kg),US EPA National Nutrient Inventory
n_hw_,n_hw_2000,2000,N excreted from humans via waste or otherwise disposed of (kg),US EPA National Nutrient Inventory
n_hw_,n_hw_2001,2001,N excreted from humans via waste or otherwise disposed of (kg),US EPA National Nutrient Inventory
n_hw_,n_hw_2002,2002,N excreted from humans via waste or otherwise disposed of (kg),US EPA National Nutrient Inventory
n_hw_,n_hw_2003,2003,N excreted from humans via waste or otherwise disposed of (kg),US EPA National Nutrient Inventory
n_hw_,n_hw_2004,2004,N excreted from humans via waste or otherwise disposed of (kg),US EPA National Nutrient Inventory
n_hw_,n_hw_2005,2005,N excreted from humans via waste or otherwise disposed of (kg),US EPA National Nutrient Inventory
n_hw_,n_hw_2006,2006,N excreted from humans via waste or otherwise disposed of (kg),US EPA National Nutrient Inventory
n_hw_,n_hw_2007,2007,N excreted from humans via waste or otherwise disposed of (kg),US EPA National Nutrient Inventory
n_hw_,n_hw_2008,2008,N excreted from humans via waste or otherwise disposed of (kg),US EPA National Nutrient Inventory
n_hw_,n_hw_2009,2009,N excreted from humans via waste or otherwise disposed of (kg),US EPA National Nutrient Inventory
n_hw_,n_hw_2010,2010,N excreted from humans via waste or otherwise disposed of (kg),US EPA National Nutrient Inventory
n_hw_,n_hw_2011,2011,N excreted from humans via waste or otherwise disposed of (kg),US EPA National Nutrient Inventory
n_hw_,n_hw_2012,2012,N excreted from humans via waste or otherwise disposed of (kg),US EPA National Nutrient Inventory
n_hw_,n_hw_2013,2013,N excreted from humans via waste or otherwise disposed of (kg),US EPA National Nutrient Inventory
n_hw_,n_hw_2014,2014,N excreted from humans via waste or otherwise disposed of (kg),US EPA National Nutrient Inventory
n_hw_,n_hw_2015,2015,N excreted from humans via waste or otherwise disposed of (kg),US EPA National Nutrient Inventory
n_hw_,n_hw_2016,2016,N excreted from humans via waste or otherwise disposed of (kg),US EPA National Nutrient Inventory
n_hw_,n_hw_2017,2017,N excreted from humans via waste or otherwise disposed of (kg),US EPA National Nutrient Inventory
n_lw_,n_lw_1987,1987,N excreted from livestock animals through manure (kg),US EPA National Nutrient Inventory
n_lw_,n_lw_1988,1988,N excreted from livestock animals through manure (kg),US EPA National Nutrient Inventory
n_lw_,n_lw_1989,1989,N excreted from livestock animals through manure (kg),US EPA National Nutrient Inventory
n_lw_,n_lw_1990,1990,N excreted from livestock animals through manure (kg),US EPA National Nutrient Inventory
n_lw_,n_lw_1991,1991,N excreted from livestock animals through manure (kg),US EPA National Nutrient Inventory
n_lw_,n_lw_1992,1992,N excreted from livestock animals through manure (kg),US EPA National Nutrient Inventory
n_lw_,n_lw_1993,1993,N excreted from livestock animals through manure (kg),US EPA National Nutrient Inventory
n_lw_,n_lw_1994,1994,N excreted from livestock animals through manure (kg),US EPA National Nutrient Inventory
n_lw_,n_lw_1995,1995,N excreted from livestock animals through manure (kg),US EPA National Nutrient Inventory
n_lw_,n_lw_1996,1996,N excreted from livestock animals through manure (kg),US EPA National Nutrient Inventory
n_lw_,n_lw_1997,1997,N excreted from livestock animals through manure (kg),US EPA National Nutrient Inventory
n_lw_,n_lw_1998,1998,N excreted from livestock animals through manure (kg),US EPA National Nutrient Inventory
n_lw_,n_lw_1999,1999,N excreted from livestock animals through manure (kg),US EPA National Nutrient Inventory
n_lw_,n_lw_2000,2000,N excreted from livestock animals through manure (kg),US EPA National Nutrient Inventory
n_lw_,n_lw_2001,2001,N excreted from livestock animals through manure (kg),US EPA National Nutrient Inventory
n_lw_,n_lw_2002,2002,N excreted from livestock animals through manure (kg),US EPA National Nutrient Inventory
n_lw_,n_lw_2003,2003,N excreted from livestock animals through manure (kg),US EPA National Nutrient Inventory
n_lw_,n_lw_2004,2004,N excreted from livestock animals through manure (kg),US EPA National Nutrient Inventory
n_lw_,n_lw_2005,2005,N excreted from livestock animals through manure (kg),US EPA National Nutrient Inventory
n_lw_,n_lw_2006,2006,N excreted from livestock animals through manure (kg),US EPA National Nutrient Inventory
n_lw_,n_lw_2007,2007,N excreted from livestock animals through manure (kg),US EPA National Nutrient Inventory
n_lw_,n_lw_2008,2008,N excreted from livestock animals through manure (kg),US EPA National Nutrient Inventory
n_lw_,n_lw_2009,2009,N excreted from livestock animals through manure (kg),US EPA National Nutrient Inventory
n_lw_,n_lw_2010,2010,N excreted from livestock animals through manure (kg),US EPA National Nutrient Inventory
n_lw_,n_lw_2011,2011,N excreted from livestock animals through manure (kg),US EPA National Nutrient Inventory
n_lw_,n_lw_2012,2012,N excreted from livestock animals through manure (kg),US EPA National Nutrient Inventory
n_lw_,n_lw_2013,2013,N excreted from livestock animals through manure (kg),US EPA National Nutrient Inventory
n_lw_,n_lw_2014,2014,N excreted from livestock animals through manure (kg),US EPA National Nutrient Inventory
n_lw_,n_lw_2015,2015,N excreted from livestock animals through manure (kg),US EPA National Nutrient Inventory
n_lw_,n_lw_2016,2016,N excreted from livestock animals through manure (kg),US EPA National Nutrient Inventory
n_lw_,n_lw_2017,2017,N excreted from livestock animals through manure (kg),US EPA National Nutrient Inventory
n_lwr_,n_lwr_1987,1987,N from livestock manure applied to agricultural fields (kg),US EPA National Nutrient Inventory
n_lwr_,n_lwr_1988,1988,N from livestock manure applied to agricultural fields (kg),US EPA National Nutrient Inventory
n_lwr_,n_lwr_1989,1989,N from livestock manure applied to agricultural fields (kg),US EPA National Nutrient Inventory
n_lwr_,n_lwr_1990,1990,N from livestock manure applied to agricultural fields (kg),US EPA National Nutrient Inventory
n_lwr_,n_lwr_1991,1991,N from livestock manure applied to agricultural fields (kg),US EPA National Nutrient Inventory
n_lwr_,n_lwr_1992,1992,N from livestock manure applied to agricultural fields (kg),US EPA National Nutrient Inventory
n_lwr_,n_lwr_1993,1993,N from livestock manure applied to agricultural fields (kg),US EPA National Nutrient Inventory
n_lwr_,n_lwr_1994,1994,N from livestock manure applied to agricultural fields (kg),US EPA National Nutrient Inventory
n_lwr_,n_lwr_1995,1995,N from livestock manure applied to agricultural fields (kg),US EPA National Nutrient Inventory
n_lwr_,n_lwr_1996,1996,N from livestock manure applied to agricultural fields (kg),US EPA National Nutrient Inventory
n_lwr_,n_lwr_1997,1997,N from livestock manure applied to agricultural fields (kg),US EPA National Nutrient Inventory
n_lwr_,n_lwr_1998,1998,N from livestock manure applied to agricultural fields (kg),US EPA National Nutrient Inventory
n_lwr_,n_lwr_1999,1999,N from livestock manure applied to agricultural fields (kg),US EPA National Nutrient Inventory
n_lwr_,n_lwr_2000,2000,N from livestock manure applied to agricultural fields (kg),US EPA National Nutrient Inventory
n_lwr_,n_lwr_2001,2001,N from livestock manure applied to agricultural fields (kg),US EPA National Nutrient Inventory
n_lwr_,n_lwr_2002,2002,N from livestock manure applied to agricultural fields (kg),US EPA National Nutrient Inventory
n_lwr_,n_lwr_2003,2003,N from livestock manure applied to agricultural fields (kg),US EPA National Nutrient Inventory
n_lwr_,n_lwr_2004,2004,N from livestock manure applied to agricultural fields (kg),US EPA National Nutrient Inventory
n_lwr_,n_lwr_2005,2005,N from livestock manure applied to agricultural fields (kg),US EPA National Nutrient Inventory
n_lwr_,n_lwr_2006,2006,N from livestock manure applied to agricultural fields (kg),US EPA National Nutrient Inventory
n_lwr_,n_lwr_2007,2007,N from livestock manure applied to agricultural fields (kg),US EPA National Nutrient Inventory
n_lwr_,n_lwr_2008,2008,N from livestock manure applied to agricultural fields (kg),US EPA National Nutrient Inventory
n_lwr_,n_lwr_2009,2009,N from livestock manure applied to agricultural fields (kg),US EPA National Nutrient Inventory
n_lwr_,n_lwr_2010,2010,N from livestock manure applied to agricultural fields (kg),US EPA National Nutrient Inventory
n_lwr_,n_lwr_2011,2011,N from livestock manure applied to agricultural fields (kg),US EPA National Nutrient Inventory
n_lwr_,n_lwr_2012,2012,N from livestock manure applied to agricultural fields (kg),US EPA National Nutrient Inventory
n_lwr_,n_lwr_2013,2013,N from livestock manure applied to agricultural fields (kg),US EPA National Nutrient Inventory
n_lwr_,n_lwr_2014,2014,N from livestock manure applied to agricultural fields (kg),US EPA National Nutrient Inventory
n_lwr_,n_lwr_2015,2015,N from livestock manure applied to agricultural fields (kg),US EPA National Nutrient Inventory
n_lwr_,n_lwr_2016,2016,N from livestock manure applied to agricultural fields (kg),US EPA National Nutrient Inventory
n_lwr_,n_lwr_2017,2017,N from livestock manure applied to agricultural fields (kg),US EPA National Nutrient Inventory
n_uf_,n_uf_1987,1987,N applied in urban settings to fertilize non-agricultural plants (kg),US EPA National Nutrient Inventory
n_uf_,n_uf_1988,1988,N applied in urban settings to fertilize non-agricultural plants (kg),US EPA National Nutrient Inventory
n_uf_,n_uf_1989,1989,N applied in urban settings to fertilize non-agricultural plants (kg),US EPA National Nutrient Inventory
n_uf_,n_uf_1990,1990,N applied in urban settings to fertilize non-agricultural plants (kg),US EPA National Nutrient Inventory
n_uf_,n_uf_1991,1991,N applied in urban settings to fertilize non-agricultural plants (kg),US EPA National Nutrient Inventory
n_uf_,n_uf_1992,1992,N applied in urban settings to fertilize non-agricultural plants (kg),US EPA National Nutrient Inventory
n_uf_,n_uf_1993,1993,N applied in urban settings to fertilize non-agricultural plants (kg),US EPA National Nutrient Inventory
n_uf_,n_uf_1994,1994,N applied in urban settings to fertilize non-agricultural plants (kg),US EPA National Nutrient Inventory
n_uf_,n_uf_1995,1995,N applied in urban settings to fertilize non-agricultural plants (kg),US EPA National Nutrient Inventory
n_uf_,n_uf_1996,1996,N applied in urban settings to fertilize non-agricultural plants (kg),US EPA National Nutrient Inventory
n_uf_,n_uf_1997,1997,N applied in urban settings to fertilize non-agricultural plants (kg),US EPA National Nutrient Inventory
